SK_ID_CURR,TARGET,kmeans_cluster,hdbscan_cluster,gaussian_mixture_cluster
320084,0,0,6,0
209670,0,1,-1,4
371681,0,1,-1,2
455046,0,0,6,1
342478,0,1,-1,2
347623,0,1,-1,2
252317,0,0,6,2
303699,1,0,6,1
152078,0,0,6,1
157942,0,0,6,2
129416,0,1,-1,3
172226,0,0,6,2
139879,0,0,6,0
110871,0,0,6,0
241017,1,1,-1,3
288330,0,1,-1,2
308452,0,0,6,0
440996,0,0,6,2
270216,0,1,6,2
175836,0,0,6,1
419208,0,0,6,2
359708,0,1,-1,3
427753,0,0,-1,2
337534,0,1,-1,3
347085,1,0,6,2
378967,0,1,-1,4
263539,0,1,-1,3
318793,0,0,6,1
271743,0,1,-1,3
284420,0,0,6,1
259256,0,0,6,1
329246,0,1,-1,2
199672,1,0,6,1
269540,0,0,6,2
347673,0,0,6,1
189740,0,0,-1,1
236364,0,1,-1,4
147016,0,0,6,1
344563,0,0,6,1
183615,0,0,6,1
203359,0,0,6,1
417098,0,1,-1,3
227211,0,1,-1,3
287307,0,1,-1,3
421462,0,1,-1,3
332909,0,0,6,2
429710,0,0,6,0
436038,0,1,-1,3
341134,0,1,-1,3
334462,0,1,-1,3
365599,0,0,-1,4
161056,0,0,6,0
239347,0,0,6,2
445629,0,0,6,1
163883,0,0,6,1
126967,0,0,6,1
104901,0,0,6,1
289308,0,0,-1,4
223860,0,0,6,1
409110,0,1,6,2
302660,0,0,6,0
149537,0,0,6,1
391222,0,1,6,2
311473,0,1,-1,3
441973,1,0,6,2
111757,0,0,6,0
233862,0,0,6,2
393187,0,1,-1,3
184837,0,1,-1,3
439016,0,0,6,2
155947,0,0,6,0
342485,0,0,6,0
313187,0,0,-1,4
237656,0,0,6,1
294198,0,1,-1,4
190994,0,0,6,1
102962,0,0,-1,2
356250,1,1,-1,3
122205,0,0,-1,2
314396,0,0,6,1
425128,0,0,6,1
419663,0,1,-1,2
235843,0,0,6,1
219858,0,0,6,0
346006,1,0,6,1
195475,0,1,-1,2
451955,0,1,-1,3
342658,0,1,6,2
189745,1,0,-1,4
368267,0,0,6,2
261369,0,1,6,2
126740,0,0,6,1
146527,0,0,6,1
412070,0,0,6,0
296515,1,0,6,2
112606,1,0,6,0
356323,0,0,6,0
392118,0,0,6,2
116039,0,0,6,1
306189,0,1,6,2
276175,0,1,-1,2
240805,0,1,-1,2
250007,0,1,-1,4
116664,0,1,-1,3
275388,0,1,6,2
208846,0,0,6,0
382515,0,1,-1,2
348149,0,0,6,0
301692,0,0,6,0
119676,0,0,-1,2
283914,0,0,6,1
426270,1,0,6,2
133803,0,0,6,0
399054,0,0,-1,2
197563,0,0,6,1
416655,0,1,-1,3
445744,0,0,6,1
362578,0,0,6,1
280964,0,0,6,1
441911,0,0,-1,1
323415,0,1,-1,3
210703,0,0,6,0
271263,0,0,6,0
105602,0,0,6,0
191558,0,0,6,1
336487,0,0,-1,2
143766,0,0,6,1
236466,0,1,-1,3
439139,0,0,6,0
153933,0,0,6,1
206151,0,0,6,0
212003,0,0,6,1
268618,0,1,-1,3
381366,0,1,-1,2
229504,0,0,6,1
332636,0,0,6,1
201521,0,1,6,2
201020,0,0,6,1
428814,0,0,6,0
189928,0,1,-1,3
265532,0,0,6,2
354213,0,1,-1,3
267626,0,0,6,1
388307,0,0,6,2
277960,0,1,-1,2
242237,0,0,6,0
365438,0,1,4,3
121646,0,1,-1,3
190532,1,0,-1,1
156829,0,0,6,2
111017,0,1,6,2
270017,0,1,6,2
112075,0,0,6,2
452399,0,0,6,1
361827,0,0,6,1
344546,0,0,6,0
384265,0,1,-1,3
348545,0,0,-1,2
380239,0,0,6,1
316304,0,0,6,1
373268,0,1,-1,3
407760,0,0,6,1
273718,0,1,-1,3
286078,0,0,6,1
435815,0,1,6,2
350930,0,0,6,1
104615,0,0,6,0
255350,0,1,6,2
144421,0,0,6,1
238826,0,1,-1,2
275865,0,0,6,0
354879,0,0,6,0
398147,0,0,-1,2
286614,0,1,-1,2
346478,0,0,6,1
104181,0,1,-1,3
396180,1,0,6,1
426341,0,0,6,1
351947,0,1,-1,2
164007,0,0,-1,2
234171,0,1,-1,2
152998,0,0,6,0
362583,1,1,6,2
363978,0,1,-1,2
327931,0,0,-1,2
127956,0,0,6,1
346829,0,0,6,1
427250,0,1,-1,2
360607,0,0,6,1
181347,0,0,6,1
217871,0,1,-1,2
106062,0,0,6,2
219052,0,0,6,1
293869,0,1,-1,3
146675,0,1,-1,2
113377,0,1,-1,3
421378,0,0,6,0
314362,0,0,6,2
292172,0,0,6,0
366255,0,0,6,1
230158,0,1,-1,2
337985,0,0,6,1
292733,0,1,-1,3
446382,0,0,6,1
130948,0,0,6,1
233817,0,1,-1,3
188452,0,0,6,1
379982,0,0,6,1
236899,0,1,-1,3
340616,0,0,6,2
209642,0,1,6,2
284821,0,0,6,0
173989,0,0,6,2
129778,0,1,-1,2
413500,0,0,6,2
422846,0,1,-1,3
298685,0,0,6,1
232979,0,0,6,1
386111,0,0,6,2
145115,0,0,-1,4
362608,0,0,-1,1
390913,0,0,6,2
213237,0,0,6,2
426352,0,0,-1,1
165431,0,0,6,2
241202,0,0,6,1
392259,0,0,6,1
139908,0,0,6,1
354967,0,1,-1,4
432079,0,0,6,2
154132,0,0,6,1
416801,0,1,-1,2
119372,0,0,6,2
100246,1,0,6,1
454877,1,0,6,0
393607,0,0,-1,2
390812,0,1,6,2
306595,0,1,-1,2
116628,0,1,6,2
351241,0,1,6,2
272776,0,0,6,1
294347,0,0,-1,1
274109,0,0,6,1
372320,0,1,6,2
270501,1,0,2,4
147215,0,0,6,1
431192,0,0,6,1
433923,0,0,6,1
268945,0,0,6,1
132329,0,0,6,0
170595,0,0,6,2
401444,0,0,6,1
162247,0,0,6,0
283630,0,0,6,2
157884,0,1,-1,3
433013,1,0,-1,1
295126,0,0,6,0
125005,0,0,-1,1
250364,0,0,6,1
443954,0,0,6,1
145532,1,0,6,0
301451,0,0,6,1
398396,0,0,6,1
204477,0,1,-1,3
178519,0,0,6,1
212431,1,0,6,0
166724,0,0,6,1
338378,0,0,6,0
423946,0,0,6,1
375516,0,0,6,0
404758,0,1,6,2
358656,0,1,-1,3
287087,0,0,6,1
351749,0,0,6,0
315072,0,0,-1,0
419980,0,0,6,1
231441,0,0,6,1
432392,0,1,-1,3
125072,0,0,6,0
369284,0,1,-1,4
130538,0,0,-1,2
269509,0,1,-1,4
381491,0,1,-1,4
422423,0,0,6,1
296918,0,1,-1,3
166227,0,0,6,1
249046,0,0,6,1
421486,0,0,6,0
239037,0,1,-1,4
181305,0,0,6,0
446231,0,1,-1,2
162921,0,1,-1,2
226996,0,0,6,1
187364,0,0,6,0
184631,0,0,6,1
401599,0,0,6,1
372488,0,0,6,1
138459,0,0,6,1
122715,0,1,-1,2
230123,0,0,6,0
348977,0,1,6,2
235391,0,0,6,1
271923,0,1,-1,3
270432,1,0,-1,2
233849,0,0,6,0
138644,0,1,-1,3
137841,0,1,-1,3
136877,0,0,6,2
207616,0,0,6,2
108998,0,0,6,1
363416,1,0,6,2
112260,0,0,6,1
139016,1,0,6,1
432987,0,0,-1,1
137095,0,0,6,1
260504,0,1,-1,3
349226,0,0,6,1
148488,1,0,6,2
148480,0,0,6,2
172103,0,0,3,4
231188,1,0,6,1
103482,0,1,-1,2
398342,0,0,6,0
163765,0,0,6,1
363854,0,1,6,2
185541,0,0,6,1
198863,0,0,6,1
233570,0,0,6,1
346147,0,0,6,2
368681,0,1,-1,2
276322,0,0,6,1
328259,0,1,-1,3
116170,0,0,-1,4
387975,0,0,6,1
375751,0,1,-1,3
360896,0,0,6,2
189484,1,0,6,1
363483,0,0,6,0
305436,0,1,-1,3
371468,0,0,6,2
320403,0,0,6,2
318485,0,1,7,2
189031,0,0,6,1
198217,0,0,6,1
205927,0,1,1,4
439810,0,1,-1,3
362559,0,0,6,0
279221,0,0,6,1
370205,0,0,6,1
216502,0,1,-1,4
347939,0,0,-1,1
280825,0,0,-1,1
105010,0,0,6,1
192199,0,0,6,0
205168,0,0,6,0
256391,0,1,-1,2
296606,0,1,6,2
407258,0,0,6,2
110216,0,0,6,2
246827,0,0,6,0
144746,0,0,6,0
387865,0,1,-1,3
442850,0,0,6,2
149249,0,1,-1,2
332241,0,1,6,2
274759,0,0,6,1
417299,0,0,6,1
143483,0,1,-1,3
283521,0,1,-1,3
333857,0,1,6,2
332293,0,1,6,2
127388,1,0,-1,1
452642,0,0,6,0
135284,0,1,-1,3
406119,1,0,6,2
395901,0,1,-1,3
332499,0,1,-1,3
126517,0,0,-1,1
224711,0,0,6,1
271482,1,1,6,2
271725,0,0,6,1
349663,0,0,-1,2
282662,0,0,6,1
104859,0,0,6,1
395623,0,0,6,0
393084,0,0,6,2
262157,0,1,-1,2
388310,0,1,-1,4
213686,0,1,-1,3
150930,0,0,6,1
249121,0,1,-1,2
318768,0,1,6,2
203645,0,0,6,0
150292,0,0,6,2
168227,0,0,6,2
182736,0,0,6,1
446591,0,0,6,0
154901,0,0,6,0
258146,0,0,6,1
401639,0,0,6,0
193280,1,0,6,1
242424,0,0,6,1
201894,0,0,6,0
357105,0,1,-1,4
380013,0,0,6,0
275720,0,0,6,0
295568,0,0,6,2
149830,0,0,6,1
409185,0,0,-1,4
162223,0,0,6,1
232308,0,1,-1,4
148020,0,0,6,1
130459,0,1,-1,3
279105,0,0,6,1
378895,0,0,6,1
224086,0,0,-1,2
137642,0,1,-1,4
237188,0,0,6,1
113806,0,0,6,1
340059,0,0,6,0
231212,0,0,6,0
295175,0,1,6,2
391074,0,1,-1,2
302709,0,0,6,1
251166,0,0,6,1
368629,0,1,-1,3
219509,0,1,-1,2
377056,0,1,-1,4
296255,0,0,6,1
249866,0,0,6,2
230577,0,0,6,1
103805,0,1,-1,3
289201,1,0,6,0
203018,0,0,6,1
389826,0,0,6,0
338494,0,0,6,0
330653,0,0,6,2
197931,0,0,6,0
306062,0,0,-1,1
200124,0,1,-1,3
431148,0,0,6,2
369932,0,0,6,1
399206,0,0,6,1
211714,0,0,6,1
118843,0,0,6,1
309459,0,0,6,0
230173,0,0,6,0
254092,0,0,6,1
175577,0,0,6,0
385700,0,1,-1,4
304275,1,0,-1,1
176914,0,0,6,1
156278,0,1,-1,3
310040,0,1,-1,3
434329,1,1,7,2
209441,0,0,6,0
302442,0,0,6,1
340643,0,1,6,2
101349,0,1,-1,3
297076,0,0,6,1
219444,0,0,6,1
333970,0,1,1,4
265364,0,0,6,0
115743,0,0,6,1
374181,0,0,6,1
234793,0,0,6,1
328927,0,0,6,0
382106,0,1,-1,2
142009,0,0,6,0
101774,0,1,6,2
380769,0,1,6,2
379838,0,0,-1,1
129004,0,1,-1,2
313813,0,1,-1,3
226628,0,1,-1,3
444455,0,1,-1,3
231411,0,0,6,1
323182,0,0,6,1
142516,0,1,-1,2
372902,0,1,-1,3
402508,0,0,6,1
445535,0,0,6,0
190351,0,0,-1,0
110135,0,0,6,1
359859,0,0,6,1
301207,0,0,6,0
287117,0,0,-1,1
243281,0,0,6,1
423585,0,0,6,1
415589,0,1,-1,4
159104,0,0,-1,4
125790,0,0,6,1
357807,0,0,6,1
418191,0,1,4,3
433994,0,0,3,4
151798,0,0,6,1
340727,1,1,-1,3
219272,0,0,6,2
421788,0,1,-1,2
428554,0,0,6,0
224121,0,0,6,0
194683,0,0,6,0
386992,0,0,6,0
268403,0,0,6,1
124919,0,0,-1,4
125871,0,0,6,1
304223,0,0,6,2
234009,0,0,6,1
406789,0,1,-1,3
389978,0,1,-1,3
327146,0,1,-1,3
106623,0,0,6,1
340563,0,1,6,2
402598,0,0,6,1
116107,0,0,-1,2
129794,0,0,6,0
394233,0,0,6,0
206653,0,1,-1,2
310831,0,0,-1,4
445466,0,1,6,2
126395,0,0,-1,2
127534,1,0,6,0
262908,0,0,6,2
306504,0,1,-1,4
448819,0,1,-1,4
225023,0,0,6,2
337079,0,0,6,2
184378,0,1,-1,4
404518,0,1,-1,4
204979,1,0,6,0
123857,1,1,-1,3
180966,0,0,6,0
148777,0,0,6,0
214272,0,0,6,0
213437,0,0,6,1
324571,0,0,6,1
446101,0,0,6,0
373185,0,1,-1,3
202652,0,0,6,0
433233,0,1,-1,3
361296,0,1,-1,2
187142,0,0,6,1
175448,0,0,6,1
452730,0,1,-1,3
286240,0,0,-1,4
263774,0,0,6,1
434208,0,0,-1,2
376966,1,0,6,0
449192,0,0,6,0
153005,0,0,6,1
414553,0,0,6,1
143298,1,0,6,0
231579,0,1,-1,3
326132,1,0,-1,2
126249,0,1,6,2
146879,0,0,6,2
345723,0,0,6,1
277355,0,0,6,1
390108,0,1,-1,3
104038,0,1,-1,3
278280,0,1,-1,3
261387,0,0,6,1
224226,0,1,-1,4
385076,0,0,-1,4
241468,0,0,6,2
443068,0,0,-1,2
261966,0,0,6,0
346805,1,0,6,2
148851,1,0,-1,0
269675,0,1,-1,2
322507,0,0,6,1
329841,0,1,-1,2
387095,0,0,6,0
279486,0,1,-1,3
266368,0,0,6,0
296734,0,0,6,1
218332,1,1,-1,3
249424,0,0,6,2
401797,0,1,-1,3
164051,0,0,-1,4
324532,0,1,-1,4
361968,1,1,0,4
415823,0,0,-1,2
300921,0,0,6,0
213561,0,0,6,1
219664,0,1,-1,4
182197,0,1,-1,3
166184,0,0,6,0
400459,0,0,6,0
190543,1,0,6,1
133596,0,0,6,0
423886,0,1,-1,2
236503,0,1,6,2
188051,0,0,6,0
185544,0,1,-1,2
119478,0,1,6,2
424627,1,0,6,0
211952,1,1,-1,3
280702,0,0,6,0
388745,0,0,6,1
341203,0,1,-1,3
402733,0,0,6,1
207379,0,1,-1,4
418277,0,0,6,1
264272,0,1,-1,2
251175,0,0,6,1
342361,0,0,-1,1
415912,0,1,-1,3
105320,0,0,6,1
394780,0,0,6,0
293891,0,0,6,1
227106,0,0,6,0
290893,0,1,-1,3
239630,0,0,-1,2
236017,0,1,-1,4
320666,0,0,6,1
199510,0,1,-1,3
216672,0,0,-1,4
367286,0,0,6,2
347877,0,1,-1,2
328023,0,0,6,1
331240,0,1,6,2
454813,0,0,-1,4
215357,0,0,-1,1
254113,0,0,6,0
188652,1,0,6,1
103736,0,0,6,0
139192,0,0,6,1
161737,0,0,-1,1
110122,0,1,6,2
279274,1,1,6,2
143552,0,0,-1,1
116427,0,0,6,2
122439,0,0,6,2
445096,0,0,6,0
314919,0,0,6,2
223505,0,0,-1,2
256266,0,1,6,2
328645,0,0,-1,4
451414,1,0,6,0
173075,1,0,6,1
272547,0,0,6,0
344089,0,0,6,0
308505,0,0,6,1
143103,0,1,-1,3
300895,1,0,6,1
121353,0,0,6,1
313412,0,0,6,2
191801,0,1,-1,2
156235,0,1,-1,4
323958,0,0,6,2
393192,0,0,6,1
350923,0,0,6,1
301898,0,1,-1,2
357376,0,1,1,4
219769,0,1,-1,3
393702,0,1,-1,3
434744,0,1,0,2
119755,1,1,-1,3
116629,0,0,6,1
171747,0,0,6,0
222582,1,1,-1,3
143462,0,0,6,2
446011,0,1,6,2
131407,0,0,6,1
141209,0,0,6,1
199461,0,1,6,2
207084,0,0,-1,2
352504,0,0,6,2
288225,0,1,-1,2
398544,0,0,-1,1
102170,0,0,6,1
273255,0,1,-1,4
305120,0,0,6,1
190661,0,0,-1,2
298883,0,1,-1,3
373710,0,0,6,0
401083,0,0,6,2
447563,0,0,6,1
127577,0,1,6,2
420560,0,0,-1,2
360894,0,0,6,0
166016,0,1,-1,4
122661,0,0,6,1
363836,0,0,6,1
153794,0,0,6,0
123514,0,1,-1,3
180903,0,0,6,1
274827,0,1,6,2
435463,0,0,6,1
193106,0,0,6,1
341146,0,0,6,1
260688,0,0,6,1
148690,1,1,-1,2
340665,0,1,6,2
310795,0,1,-1,2
429034,0,1,-1,3
278367,0,0,6,1
444079,0,1,6,2
113617,0,1,6,2
449544,1,0,6,1
337226,0,0,6,1
190639,1,0,-1,4
375370,0,0,6,1
351491,0,0,6,1
277853,0,0,6,1
287265,0,0,6,0
353154,0,1,-1,3
184855,0,0,6,2
149244,1,1,6,2
127700,0,0,-1,4
261645,0,0,6,1
446254,0,0,6,1
300806,0,1,-1,2
196533,0,1,6,2
351534,0,0,6,1
144443,0,0,6,2
272670,0,1,-1,3
126839,0,0,6,0
367156,0,0,-1,2
437086,0,0,6,1
314112,0,0,6,1
397207,0,0,6,0
117794,0,0,6,1
290372,0,0,6,0
154530,1,0,6,0
174562,0,1,6,2
256058,0,0,-1,1
342645,0,0,6,1
346901,0,0,6,1
294858,0,1,-1,2
428596,0,1,-1,2
274463,0,1,-1,2
257338,0,0,6,1
208121,0,1,-1,3
413986,0,0,6,1
301886,0,0,6,1
363936,0,0,-1,4
103340,0,1,-1,2
357736,0,1,-1,3
157819,0,1,6,2
175598,0,0,6,2
134607,0,0,-1,2
165471,0,1,-1,3
245559,0,0,6,1
118262,0,0,6,1
215751,0,0,6,1
326973,1,0,6,0
238368,0,0,-1,4
251490,0,1,6,2
217436,0,0,3,4
231811,1,0,6,0
267186,0,0,6,2
224147,0,0,-1,4
353534,0,1,-1,2
179165,0,0,6,1
176833,1,0,6,1
136794,0,0,-1,2
193476,0,0,-1,2
128030,0,0,6,1
349753,0,0,6,0
171916,0,0,6,1
128607,0,0,6,0
256961,0,0,6,2
306749,0,0,6,1
110674,0,0,6,0
102325,0,0,6,1
139285,0,0,6,1
365007,0,1,-1,2
451913,0,1,-1,2
145804,0,1,-1,2
446700,0,0,6,1
372201,0,0,6,1
379743,0,1,-1,2
431169,0,1,-1,4
241353,0,0,6,1
205924,0,0,6,1
255042,1,0,6,0
195777,0,0,6,2
186829,0,0,6,1
406301,0,0,6,0
236353,0,0,6,2
202151,0,0,6,1
212940,0,0,6,1
387251,0,0,6,1
342724,0,1,-1,2
258539,0,0,6,0
157665,0,0,6,2
365399,1,1,-1,2
361320,1,1,6,2
134024,0,0,6,0
429814,0,0,-1,1
146638,1,0,6,1
263371,0,0,6,0
259888,0,0,6,0
373571,0,1,-1,2
150443,0,0,6,1
209912,0,0,6,1
281026,0,0,6,1
136385,0,0,6,1
278515,0,1,-1,3
330550,0,1,6,2
167466,0,0,6,2
152758,0,0,6,1
455655,0,1,-1,3
104251,0,0,6,1
399255,0,0,6,2
101763,0,1,6,2
291238,0,1,-1,3
128510,0,1,6,2
166831,0,0,-1,4
431733,0,0,6,1
431838,0,1,-1,3
116050,1,1,-1,3
253542,0,1,-1,3
347745,0,0,6,2
261509,0,1,-1,3
150891,0,1,-1,2
208073,0,0,6,1
318331,0,0,6,2
391544,0,0,6,0
451672,0,1,-1,3
283038,0,0,6,1
282938,0,0,6,0
369372,0,0,-1,1
241983,0,0,-1,2
451835,0,0,-1,2
398287,0,0,6,0
142901,0,1,-1,3
138878,0,0,6,2
447283,0,1,-1,4
286802,0,1,6,2
208608,0,0,6,1
400827,0,1,6,2
111704,0,0,6,1
326195,0,1,-1,4
374477,0,1,6,2
101560,0,1,6,2
204627,0,1,-1,2
279167,0,0,6,0
186072,0,0,6,2
121915,0,0,6,2
159441,0,0,6,1
232342,0,1,-1,3
140856,0,1,-1,4
320268,0,1,-1,3
408711,0,0,6,1
443389,1,0,6,2
370126,0,1,-1,4
274613,0,0,6,2
391368,0,1,0,2
383314,0,0,6,1
299058,0,1,-1,3
254949,0,0,6,0
351344,0,0,6,1
192667,0,0,6,1
355392,0,0,6,1
267111,0,0,-1,1
270916,0,0,6,0
312235,0,1,-1,3
204845,0,0,6,1
103746,0,0,6,2
136455,0,1,-1,3
205512,0,1,-1,2
321797,0,0,6,0
145133,0,1,6,2
294607,0,1,-1,2
225888,0,0,6,2
139748,0,0,-1,2
273253,0,0,6,1
327388,0,0,6,1
122275,0,0,6,1
419602,0,0,6,1
325008,0,1,-1,4
223988,0,1,-1,3
163399,0,0,6,1
115100,0,0,6,0
167255,0,0,-1,4
303303,0,0,6,0
250543,1,1,-1,3
237284,0,0,6,2
193387,0,0,6,1
369091,0,0,6,2
343028,0,0,6,2
358979,0,0,6,1
174668,0,0,6,0
158419,0,0,6,1
373370,1,0,6,0
129469,0,0,6,1
289278,0,0,6,0
395470,0,0,6,1
448970,0,1,-1,4
224573,0,0,6,1
276607,0,0,6,1
266717,0,0,6,1
402309,0,0,6,0
221992,0,0,6,1
371505,0,0,6,1
141675,0,0,6,0
168494,0,0,6,2
258642,0,1,6,2
108005,0,1,-1,3
251723,1,1,-1,2
304587,0,1,6,2
443528,0,1,6,2
330642,0,0,6,1
374390,1,0,6,1
200186,0,0,6,0
159764,0,1,-1,3
393463,0,0,-1,1
156772,0,0,6,0
371923,0,0,6,0
213890,0,1,6,2
189134,0,1,-1,2
336526,0,1,-1,2
344072,0,0,6,1
237152,0,0,6,1
299515,0,0,6,1
214309,0,0,6,1
374026,0,0,6,1
381526,0,0,6,1
155375,0,0,6,0
353690,0,0,6,1
132225,0,1,5,2
151496,0,1,-1,3
128379,0,0,6,0
164758,0,0,6,1
450237,0,0,6,1
264277,0,0,6,0
209799,1,0,6,0
382653,0,0,6,0
342608,0,0,6,0
372224,0,0,6,1
239399,1,0,6,0
124344,0,0,6,1
177099,0,0,6,2
364809,0,0,6,2
438947,0,1,-1,3
143920,1,0,6,1
130904,1,1,-1,3
440521,0,0,6,1
426508,0,1,-1,3
349423,0,0,6,0
376790,0,0,6,0
386685,0,0,6,0
187265,0,0,6,1
271737,0,0,6,0
289794,0,0,6,2
161724,0,0,6,0
218493,0,1,-1,2
391811,0,1,-1,2
293242,1,0,6,0
142321,1,1,-1,3
199504,0,0,6,1
332436,0,1,-1,3
134155,0,0,-1,4
353679,0,1,-1,3
306316,0,0,6,1
375186,0,0,6,1
271608,0,0,6,1
432470,0,0,-1,1
367413,0,0,6,2
405095,0,1,0,2
191573,0,1,-1,3
169689,0,1,-1,2
404692,0,1,6,2
322736,0,0,6,0
112166,0,0,6,0
277912,0,0,6,0
383001,0,1,-1,3
309782,0,0,6,0
209528,0,0,-1,4
387005,0,0,-1,4
110908,0,0,6,1
338265,0,0,6,0
376831,0,0,-1,2
345663,0,1,-1,4
381126,0,0,6,1
191368,0,0,6,0
419053,0,1,-1,3
193671,0,0,-1,4
320102,0,1,-1,2
127988,0,0,6,0
282563,0,0,6,1
151703,0,1,-1,2
236565,0,1,-1,3
368920,0,0,6,0
185915,0,0,6,1
400535,0,1,-1,3
168284,0,0,6,0
172808,0,0,6,0
196570,0,1,-1,2
115316,0,1,-1,3
340555,0,0,6,1
271938,0,0,6,1
116137,0,1,6,2
115768,0,0,6,1
299315,1,0,6,1
268971,0,1,-1,3
175237,0,1,-1,3
199578,0,0,6,0
340993,0,1,6,2
117708,0,0,6,1
392281,1,0,6,1
163792,0,0,6,1
357872,0,0,6,0
442281,0,0,-1,2
387665,0,0,6,0
197287,0,0,-1,1
151910,0,0,6,0
208552,0,0,6,1
450522,0,1,-1,3
260479,0,0,6,1
382598,0,0,6,1
391107,0,0,-1,4
220103,1,0,-1,1
251908,1,0,6,1
159960,0,0,6,2
227810,1,0,6,1
389974,0,0,6,0
172321,0,0,6,2
172879,0,0,6,1
118412,0,1,-1,3
246026,0,1,-1,3
324836,0,1,-1,4
245671,0,0,-1,2
192614,0,0,6,1
103892,0,1,-1,4
442262,0,0,6,2
362343,1,0,6,1
177908,0,0,6,1
414228,0,0,6,1
160453,0,1,-1,2
240229,0,1,-1,2
342944,0,0,6,0
370549,0,1,-1,4
416465,0,1,6,2
143379,0,1,6,2
280501,0,1,-1,3
315910,0,0,6,1
292265,1,0,6,1
283427,0,0,6,2
413997,0,0,6,2
232939,0,0,-1,2
223401,0,1,-1,2
251536,0,0,6,0
306636,1,1,-1,3
133282,0,0,6,1
160502,0,0,6,1
238376,1,0,6,2
310987,1,1,6,2
432387,0,0,6,1
197340,0,1,6,2
155973,0,0,6,1
399312,0,0,6,0
113959,0,1,6,2
329017,0,0,-1,4
303396,0,1,-1,3
118142,0,0,-1,0
403097,0,1,-1,2
355728,0,0,6,1
382473,0,1,-1,3
430510,0,1,-1,4
401264,0,0,6,1
237637,0,1,6,2
341412,1,1,-1,3
255703,0,0,6,2
202138,0,1,-1,3
155732,0,0,6,1
441602,0,0,-1,2
143832,0,0,6,0
282252,0,0,6,0
299347,0,0,-1,2
256922,0,1,-1,3
428382,0,0,6,1
179573,0,0,6,0
447216,0,0,6,1
298665,0,0,6,2
309566,0,1,-1,2
388814,0,0,6,1
118065,0,1,-1,2
111461,0,0,6,1
319599,0,0,6,1
368035,0,0,6,0
167120,0,0,6,0
272416,0,0,6,0
196091,0,0,6,0
281148,0,0,6,1
456047,1,0,6,1
413109,0,0,6,2
239134,0,1,6,2
229549,0,0,6,1
323395,0,1,-1,3
214391,0,0,6,1
114053,0,0,6,0
162266,0,1,-1,3
315266,0,1,-1,2
196387,0,0,6,1
270616,0,1,-1,3
353099,0,0,6,0
433781,1,0,6,0
431014,0,0,6,1
364848,0,0,6,0
213810,0,0,6,2
430888,0,0,-1,4
398476,0,1,1,4
205531,0,1,-1,2
404466,0,0,6,1
303534,0,0,6,0
261214,1,0,6,0
213484,1,1,-1,3
287224,0,0,6,2
219597,0,1,-1,3
143861,0,0,6,1
266222,0,0,6,1
121005,0,0,-1,4
300699,0,0,6,2
179933,0,1,-1,2
159710,0,0,6,1
171171,0,0,-1,1
130516,0,0,6,1
341415,0,0,6,1
263985,0,0,6,0
127507,0,1,-1,2
426500,0,1,6,2
347891,0,1,-1,3
208197,0,1,6,2
341282,0,0,6,0
278572,0,0,6,1
155806,0,0,6,1
336377,0,1,-1,3
402701,0,0,6,1
369477,0,0,6,1
121116,0,0,-1,4
371636,0,0,6,0
340532,0,1,-1,3
162099,0,0,6,1
429918,0,0,6,0
285003,0,0,6,1
400254,0,0,6,1
445552,0,1,-1,3
264862,0,1,-1,2
419986,0,0,6,2
248941,0,0,6,1
196212,0,0,6,0
384427,0,0,-1,1
448286,0,0,6,1
139538,0,0,6,1
318370,0,0,6,0
399673,0,0,-1,4
383635,1,0,6,0
254405,0,0,6,0
421208,0,1,-1,4
392750,0,0,-1,2
359263,0,0,6,2
262595,0,1,-1,3
354276,0,0,6,2
188372,0,0,6,1
383037,0,0,6,0
423378,1,0,6,2
172357,0,0,-1,1
212060,0,1,-1,3
400861,1,1,-1,2
329416,0,1,-1,4
160415,0,1,-1,2
178444,0,0,6,1
430710,0,0,6,2
157416,0,1,-1,2
150386,1,0,6,0
318438,0,1,-1,3
168128,0,1,-1,4
360237,0,0,6,0
316931,0,0,6,1
209027,0,1,-1,3
197203,0,0,6,2
265769,0,0,6,2
339856,0,0,6,1
351432,0,0,6,1
257140,0,0,6,0
420654,0,0,6,0
449443,0,1,6,2
224237,0,1,-1,3
166706,0,0,6,2
137160,0,0,6,1
213327,0,0,6,1
114375,0,0,-1,2
224874,0,0,6,0
214468,0,0,6,1
112440,0,0,6,1
396345,0,0,6,1
229075,0,1,-1,2
320452,0,1,6,2
383549,0,1,-1,3
207431,1,0,-1,1
283955,0,0,6,0
424762,0,0,6,0
184350,0,1,-1,2
353098,0,0,6,1
357301,0,0,6,1
126318,0,0,6,0
112380,0,0,6,0
351509,0,0,6,1
306588,0,0,6,1
240927,0,0,6,1
439987,0,0,-1,0
175130,0,1,-1,3
295938,0,0,6,1
176626,0,1,-1,2
373507,0,1,-1,2
219703,0,0,6,1
386689,0,0,6,0
186485,0,0,6,1
445935,0,0,6,1
390745,0,1,-1,2
202693,0,1,6,2
373192,0,0,6,1
251135,0,1,-1,3
102856,0,1,4,3
246195,0,0,-1,1
320590,0,1,-1,2
210002,0,0,6,1
169635,0,0,6,1
284057,0,0,6,2
187646,0,0,6,1
439397,1,0,6,0
266328,0,0,-1,4
185988,0,0,6,1
253481,0,0,-1,2
219970,0,1,-1,3
204266,0,0,6,2
